Herramienta,DOI,Source,Notes,Links,Keywords
Calidad Total,10.5281/zenodo.15339326,Google_Books,"CALIDAD TOTAL

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Total+Quality+Management+%2B+TQM+%2B+Total+Quality&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339326",https://books.google.com/ngrams/graph?content=Total+Quality+Management+%2B+TQM+%2B+Total+Quality&year_start=1950&year_end=2022&corpus=en&smoothing=0,Total Quality Management + TQM + Total Quality
Calidad Total,10.5281/zenodo.15339326,IC,,https://doi.org/10.5281/zenodo.15339326,
Calidad Total,10.5281/zenodo.15339326,BAIN_Ind_Usabilidad,"CALIDAD TOTAL

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de sistemas de gestión de calidad con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en mejora continua, gestión de la calidad y optimización de procesos que buscan asegurar altos estándares de calidad en productos y servicios

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339326",,"Total Quality Management, TQM"
Calidad Total,10.5281/zenodo.15339326,BAIN_Ind_Satisfacción,"CALIDAD TOTAL

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de sistemas de gestión de calidad con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en mejora continua, gestión de la calidad y optimización de procesos que buscan medir el nivel de satisfacción de sus organizaciones con los sistemas de gestión de calidad implementados

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339326",,"Total Quality Management, TQM"
Calidad Total,10.5281/zenodo.15339326,Crossref,"CALIDAD TOTAL

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=%28%22total+quality+management%22+OR+%22total+quality%22%29+AND+%28%22management%22+OR+%22system%22+OR+%22approach%22%29&from_ui=yes 10.5281/zenodo.15339326",https://search.crossref.org/search/works?q=%28%22total+quality+management%22+OR+%22total+quality%22%29+AND+%28%22management%22+OR+%22system%22+OR+%22approach%22%29&from_ui=yes,"(""total quality management"" OR ""total quality"" OR TQM) AND (""management"" OR ""system"" OR ""approach"" OR ""implementation"" OR ""practice"" OR ""framework"" OR ""methodology"" OR ""tool"")"
Propósito y Visión,10.5281/zenodo.15339328,Google_Trends,"PROPÓSITO Y VISIÓN

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22mission%20statement%22+%2B+%22vision%20statement%22+%2B+%22mission%20and%20vision%20corporate%22&hl=es 10.5281/zenodo.15339328",https://trends.google.com/trends/explore?date=all&q=%22mission%20statement%22+%2B+%22vision%20statement%22+%2B+%22mission%20and%20vision%20corporate%22&hl=es,"""mission statement"" + ""vision statement"" + ""mission and vision corporate"""
Propósito y Visión,10.5281/zenodo.15339328,Google_Books,"PROPÓSITO Y VISIÓN

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Mission+Statements+%2B+Vision+Statements+%2B+Purpose+Statements+%2B+Mission+and+Vision&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339328",https://books.google.com/ngrams/graph?content=Mission+Statements+%2B+Vision+Statements+%2B+Purpose+Statements+%2B+Mission+and+Vision&year_start=1950&year_end=2022&corpus=en&smoothing=0,Mission Statements + Vision Statements + Purpose Statements + Mission and Vision
Propósito y Visión,10.5281/zenodo.15339328,IC,,https://doi.org/10.5281/zenodo.15339328,
Propósito y Visión,10.5281/zenodo.15339328,BAIN_Ind_Usabilidad,"PROPÓSITO Y VISIÓN

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de direccionamiento estratégico con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de recursos humanos, estrategas y responsables de cultura organizacional que buscan fomentar la alineación y el compromiso de los empleados con la dirección de la empresa

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339328",,"Mission/Vision, Mission and Vision Statements, Mission & Vision Statements, Purpose, Mission, and Vision Statements"
Propósito y Visión,10.5281/zenodo.15339328,BAIN_Ind_Satisfacción,"PROPÓSITO Y VISIÓN

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de direccionamiento estratégico con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de recursos humanos, estrategas y responsables de cultura organizacional que buscan medir el impacto de la misión, la visión y los valores en la cultura y el compromiso de sus organizaciones

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339328",,"Mission/Vision, Mission and Vision Statements, Mission & Vision Statements, Purpose, Mission, and Vision Statements"
Propósito y Visión,10.5281/zenodo.15339328,Crossref,"PROPÓSITO Y VISIÓN

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=(%22mission+statement%22+OR+%22vision+statement%22+OR+%22purpose+statement%22+OR+%22mission+and+vision%22)+AND+(%22corporate%22+OR+%22strategic%22+OR+%22organizational%22)&from_ui=yes 10.5281/zenodo.15339328",https://search.crossref.org/search/works?q=(%22mission+statement%22+OR+%22vision+statement%22+OR+%22purpose+statement%22+OR+%22mission+and+vision%22)+AND+(%22corporate%22+OR+%22strategic%22+OR+%22organizational%22)&from_ui=yes,"(""mission statement"" OR ""vision statement"" OR ""purpose statement"" OR ""mission and vision"") AND (""corporate"" OR ""strategic"" OR ""organizational"" OR ""management"" OR ""framework"")"
Benchmarking,10.5281/zenodo.15339330,Google_Trends,"BENCHMARKING

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22benchmarking%22+%2B+%22benchmarking%20management%22&hl=es 10.5281/zenodo.15339330",https://trends.google.com/trends/explore?date=all&q=%22benchmarking%22+%2B+%22benchmarking%20management%22&hl=es,"""benchmarking"" + ""benchmarking management"""
Benchmarking,10.5281/zenodo.15339330,Google_Books,"BENCHMARKING

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Benchmarking&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339330",https://books.google.com/ngrams/graph?content=Benchmarking&year_start=1950&year_end=2022&corpus=en&smoothing=0,Benchmarking
Benchmarking,10.5281/zenodo.15339330,IC,,https://doi.org/10.5281/zenodo.15339330,
Benchmarking,10.5281/zenodo.15339330,BAIN_Ind_Usabilidad,"BENCHMARKING

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de análisis comparativo con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en procesos, operaciones y gestión de la calidad que buscan referencias externas para mejorar la competitividad y el rendimiento de su organización

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339330",,Benchmarking
Benchmarking,10.5281/zenodo.15339330,BAIN_Ind_Satisfacción,"BENCHMARKING

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de análisis comparativo con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en procesos, operaciones y gestión de la calidad que buscan evaluar la efectividad de las estrategias de benchmarking para la mejora continua

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339330",,Benchmarking
Benchmarking,10.5281/zenodo.15339330,Crossref,"BENCHMARKING

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=%22benchmarking%22+AND+(%22process%22+OR+%22management%22+OR+%22performance%22+OR+%22best+practices%22)&from_ui=yes 10.5281/zenodo.15339330",https://search.crossref.org/search/works?q=%22benchmarking%22+AND+(%22process%22+OR+%22management%22+OR+%22performance%22+OR+%22best+practices%22)&from_ui=yes,"""benchmarking"" AND (""process"" OR ""management"" OR ""performance"" OR ""best practices"" OR ""implementation"" OR ""approach"" OR ""evaluation"" OR ""methodology"")"
Competencias Centrales,10.5281/zenodo.15339332,Google_Trends,"COMPETENCIAS CENTRALES

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22core%20competencies%22+%2B+%22core%20competence%20strategy%22&hl=es 10.5281/zenodo.15339332",https://trends.google.com/trends/explore?date=all&q=%22core%20competencies%22+%2B+%22core%20competence%20strategy%22&hl=es,"""core competencies"" + ""core competence strategy"""
Competencias Centrales,10.5281/zenodo.15339332,Google_Books,"COMPETENCIAS CENTRALES

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Core+Competencies+%2B+Core+Competence&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339332",https://books.google.com/ngrams/graph?content=Core+Competencies+%2B+Core+Competence&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,Core Competencies + Core Competence
Competencias Centrales,10.5281/zenodo.15339332,IC,,https://doi.org/10.5281/zenodo.15339332,
Competencias Centrales,10.5281/zenodo.15339332,BAIN_Ind_Usabilidad,"COMPETENCIAS CENTRALES

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de desarrollo estratégico con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, estrategas corporativos y analistas de negocio que buscan determinar y explotar las ventajas competitivas sostenibles de su empresa

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339332",,Core Competencies
Competencias Centrales,10.5281/zenodo.15339332,BAIN_Ind_Satisfacción,"COMPETENCIAS CENTRALES

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de desarrollo estratégico con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, estrategas corporativos y analistas de negocio que buscan evaluar la satisfacción con sus procesos de identificación y desarrollo de las competencias centrales de la organización

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339332",,Core Competencies
Competencias Centrales,10.5281/zenodo.15339332,Crossref,"COMPETENCIAS CENTRALES

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=(%22core+competencies%22+OR+%22core+competence%22)+AND+(%22management%22+OR+%22competitive+advantage%22+OR+%22strategy%22+OR+%22capabilities%22)&from_ui=yes 10.5281/zenodo.15339332",https://search.crossref.org/search/works?q=(%22core+competencies%22+OR+%22core+competence%22)+AND+(%22management%22+OR+%22competitive+advantage%22+OR+%22strategy%22+OR+%22capabilities%22)&from_ui=yes,"(""core competencies"" OR ""core competence"") AND (""management"" OR ""competitive advantage"" OR ""strategy"" OR ""capabilities"" OR ""resources"" OR ""approach"" OR ""development"")"
Cuadro de Mando Integral,10.5281/zenodo.15339334,Google_Trends,"CUADRO DE MANDO INTEGRAL

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22balanced%20scorecard%22+%2B+%22balanced%20scorecard%20management%22&hl=es 10.5281/zenodo.15339334",https://trends.google.com/trends/explore?date=all&q=%22balanced%20scorecard%22+%2B+%22balanced%20scorecard%20management%22&hl=es,"""balanced scorecard"" + ""balanced scorecard management"""
Cuadro de Mando Integral,10.5281/zenodo.15339334,Google_Books,"CUADRO DE MANDO INTEGRAL

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Balanced+Scorecard&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339334",https://books.google.com/ngrams/graph?content=Balanced+Scorecard&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,Balanced Scorecard
Cuadro de Mando Integral,10.5281/zenodo.15339334,IC,,https://doi.org/10.5281/zenodo.15339334,
Cuadro de Mando Integral,10.5281/zenodo.15339334,BAIN_Ind_Usabilidad,"CUADRO DE MANDO INTEGRAL

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de sistemas de gestión del rendimiento con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, analistas financieros, planificadores estratégicos y responsables de gestión de rendimiento que buscan herramientas para alinear los objetivos estratégicos con los resultados operativos

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339334",,Balanced Scorecard
Cuadro de Mando Integral,10.5281/zenodo.15339334,BAIN_Ind_Satisfacción,"CUADRO DE MANDO INTEGRAL

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de sistemas de gestión del rendimiento con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, analistas financieros, planificadores estratégicos y responsables de gestión de rendimiento que buscan validar la percepción de la alta dirección sobre la efectividad de los sistemas de cuadro de mando integral implementados

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339334",,Balanced Scorecard
Cuadro de Mando Integral,10.5281/zenodo.15339334,Crossref,"CUADRO DE MANDO INTEGRAL

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=%22balanced+scorecard%22+AND+(%22management%22+OR+%22performance+measurement%22+OR+%22strategic+control%22+OR+%22strategic%22)&from_ui=yes 10.5281/zenodo.15339334",https://search.crossref.org/search/works?q=%22balanced+scorecard%22+AND+(%22management%22+OR+%22performance+measurement%22+OR+%22strategic+control%22+OR+%22strategic%22)&from_ui=yes,"""balanced scorecard"" AND (""management"" OR ""performance measurement"" OR ""strategic control"" OR ""strategic"" OR ""implementation"" OR ""system"" OR ""evaluation"")"
Alianzas y Capital de Riesgo,10.5281/zenodo.15339336,Google_Trends,"ALIANZAS Y CAPITAL DE RIESGO

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22strategic%20alliance%22+%2B+%22corporate%20venture%20capital%22+%2B+%22strategic%20alliance%20strategy%22&hl=es 10.5281/zenodo.15339336",https://trends.google.com/trends/explore?date=all&q=%22strategic%20alliance%22+%2B+%22corporate%20venture%20capital%22+%2B+%22strategic%20alliance%20strategy%22&hl=es,"""strategic alliance"" + ""corporate venture capital"" + ""strategic alliance strategy"""
Alianzas y Capital de Riesgo,10.5281/zenodo.15339336,Google_Books,"ALIANZAS Y CAPITAL DE RIESGO

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Corporate+Venture+Capital+%2B+Strategic+Alliance+%2B+Strategic+Alliances&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339336",https://books.google.com/ngrams/graph?content=Corporate+Venture+Capital+%2B+Strategic+Alliance+%2B+Strategic+Alliances&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,Corporate Venture Capital + Strategic Alliance + Strategic Alliances
Alianzas y Capital de Riesgo,10.5281/zenodo.15339336,IC,,https://doi.org/10.5281/zenodo.15339336,
Alianzas y Capital de Riesgo,10.5281/zenodo.15339336,BAIN_Ind_Usabilidad,"ALIANZAS Y CAPITAL DE RIESGO

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para la expansión y diversificación con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en desarrollo de negocios, fusiones y adquisiciones e inversiones corporativas que buscan mecanismos para expandir su negocio mediante alianzas y nuevas iniciativas

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339336",,"Strategic Alliance, Strategic Alliances, Corporate Venture Capital"
Alianzas y Capital de Riesgo,10.5281/zenodo.15339336,BAIN_Ind_Satisfacción,"ALIANZAS Y CAPITAL DE RIESGO

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para la expansión y diversificación con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en desarrollo de negocios, fusiones y adquisiciones e inversiones corporativas que buscan medir el nivel de satisfacción con la efectividad de sus estrategias de alianza y capital de riesgo

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339336",,"Strategic Alliance, Strategic Alliances, Corporate Venture Capital"
